Date,Close,Volume,Vix Price,Pct Change
2021-09-08,22.265928268432617,254434000,17.959999084472656,-1.4252760470128578
2021-09-09,22.104455947875977,196856000,18.799999237060547,-0.7251991410821446
2021-09-10,22.404468536376953,248376000,20.950000762939453,1.3572493673150277
2021-09-13,22.079538345336914,297500000,19.3700008392334,-1.4502918938356757
2021-09-14,22.169239044189453,199755000,19.459999084472656,0.4062616593226265
2021-09-15,22.267919540405273,166538000,18.18000030517578,0.44512351560250796
2021-09-16,22.169239044189453,156033000,18.690000534057617,-0.44315094652989107
2021-09-17,21.82836151123047,294503000,20.809999465942383,-1.5376149460047839
2021-09-20,21.04393196105957,349440000,25.709999084472656,-3.593625429775471
2021-09-21,21.176504135131836,204688000,24.360000610351562,0.629978153881039
2021-09-22,21.869230270385742,268726000,20.8700008392334,3.2712015677067052
2021-09-23,22.408456802368164,248555000,18.6299991607666,2.4656859217977
2021-09-24,22.008766174316406,217655000,17.75,-1.783659765493173
2021-09-27,21.58914566040039,245215000,18.760000228881836,-1.9066062613073753
2021-09-28,20.631290435791016,343069000,23.25,-4.436744462594966
2021-09-29,20.44988250732422,218394000,22.559999465942383,-0.8792854185799781
2021-09-30,20.64823341369629,221009000,23.139999389648438,0.9699366551422894
2021-10-01,20.67414665222168,240978000,21.100000381469727,0.1254985741695469
2021-10-04,19.667451858520508,345635000,22.959999084472656,-4.869341456436804
2021-10-05,20.38409996032715,279282000,21.299999237060547,3.643827919152476
2021-10-06,20.63228988647461,297202000,21.0,1.2175662728818315
2021-10-07,21.00605583190918,256919000,19.540000915527344,1.811558229799748
2021-10-08,20.762855529785156,151258000,18.770000457763672,-1.157762809306595
2021-10-11,20.62729835510254,163388000,20.0,-0.6528830992834966
2021-10-12,20.603378295898438,162134000,19.850000381469727,-0.11596312222916794
2021-10-13,20.870500564575195,180652000,18.639999389648438,1.2964974230946114
2021-10-14,21.67486572265625,243589000,16.860000610351562,3.8540769810109676
2021-10-15,21.790485382080078,226994000,16.299999237060547,0.5334273388507116
2021-10-18,22.14930534362793,189494000,16.309999465942383,1.6466818212454104
2021-10-19,22.217084884643555,161473000,15.699999809265137,0.30601203949325306
2021-10-20,22.030698776245117,146276000,15.489999771118164,-0.8389314321217145
2021-10-21,22.617769241333008,187590000,15.010000228881836,2.6647836777692557
2021-10-22,22.65165901184082,249384000,15.430000305175781,0.14983692753343103
2021-10-25,23.090219497680664,230235000,15.239999771118164,1.9361075743308476
2021-10-26,24.636144638061523,485898000,15.979999542236328,6.695151341182104
2021-10-27,24.37101173400879,245990000,16.979999542236328,-1.0761947859451948
2021-10-28,24.859413146972656,234204000,16.530000686645508,2.0040260055446124
2021-10-29,25.483366012573242,292503000,16.260000228881836,2.5099259661186757
2021-11-01,25.74251937866211,265740000,16.40999984741211,1.0169510807991555
2021-11-02,26.314632415771484,294112000,16.030000686645508,2.2224438435641147
2021-11-03,26.510995864868164,239910000,15.100000381469727,0.7462139162506043
2021-11-04,29.70351219177246,1153631000,15.4399995803833,12.04223463794869
2021-11-05,29.654674530029297,851260000,16.479999542236328,-0.16441712827715005
2021-11-08,30.703231811523438,503101000,17.219999313354492,3.5358920578687725
2021-11-09,30.55671501159668,646746000,17.780000686645508,-0.4772031844275326
2021-11-10,29.36263084411621,636206000,18.729999542236328,-3.9077635374983766
2021-11-11,30.29058837890625,332172000,17.65999984741211,3.160335120229818
2021-11-12,30.29058837890625,413054000,16.290000915527344,0.0
2021-11-15,29.926780700683594,384909000,16.489999771118164,-1.20105847292159
2021-11-16,30.104196548461914,264484000,16.3700008392334,0.5928330532868342
2021-11-17,29.1652774810791,428508000,17.110000610351562,-3.118897612402094
2021-11-18,31.571378707885742,781711000,17.59000015258789,8.24988285596664
2021-11-19,32.87710189819336,533867000,17.90999984741211,4.135781342933487
2021-11-22,31.851463317871094,754335000,19.170000076293945,-3.1196137162522453
2021-11-23,31.642152786254883,532163000,19.3799991607666,-0.6571457315079465
2021-11-24,32.56711196899414,435162000,18.579999923706055,2.9231866396304484
2021-11-26,31.39994239807129,283069000,28.6200008392334,-3.583890312515481
2021-11-29,33.26681900024414,454964000,22.959999084472656,5.945477792620157
2021-11-30,32.56909942626953,622066000,27.190000534057617,-2.0973438246965848
2021-12-01,31.336002349853516,484368000,31.1200008392334,-3.7860950966959406
2021-12-02,32.02482223510742,472890000,27.950000762939453,2.1981740924177817
2021-12-03,30.59634017944336,544325000,30.670000076293945,-4.460546401091592
2021-12-06,29.94240951538086,658938000,27.18000030517578,-2.1372839373182684
2021-12-07,32.32487869262695,593053000,21.889999389648438,7.956838530387023
2021-12-08,31.725770950317383,475551000,19.899999618530273,-1.8533951759151401
2021-12-09,30.39398193359375,488507000,21.579999923706055,-4.197814511140541
2021-12-10,30.1028995513916,488825000,18.690000534057617,-0.9576974245695036
2021-12-13,28.072315216064453,598344000,20.309999465942383,-6.745477563915525
2021-12-14,28.247760772705078,667035000,21.889999389648438,0.6249771537911064
2021-12-15,30.36307716369629,698297000,19.290000915527344,7.4884392005867495
2021-12-16,28.2976016998291,707366000,20.56999969482422,-6.802589384243241
2021-12-17,27.713449478149414,713758000,21.56999969482422,-2.0643170678425915
2021-12-20,27.6317081451416,461847000,22.8700008392334,-0.2949518538724716
2021-12-21,28.98343849182129,524385000,21.010000228881836,4.891953619296463
2021-12-22,29.307418823242188,395184000,18.6299991607666,1.1178119239106943
2021-12-23,29.54665756225586,343022000,17.959999084472656,0.8163077767324278
2021-12-27,30.84754753112793,403686000,17.68000030517578,4.402832930022793
2021-12-28,30.22650909423828,420591000,17.540000915527344,-2.01325060367592
2021-12-29,29.906518936157227,343139000,16.950000762939453,-1.0586408013026238
2021-12-30,29.492828369140625,308864000,17.329999923706055,-1.3832789028362824
2021-12-31,29.31838035583496,266530000,17.219999313354492,-0.5914929932193114
2022-01-03,30.026145935058594,391547000,16.600000381469727,2.4140677985398096
2022-01-04,29.197765350341797,527154000,16.90999984741211,-2.758864179600151
2022-01-05,27.517065048217773,498064000,19.729999542236328,-5.756263474130385
2022-01-06,28.089262008666992,454186000,19.610000610351562,2.0794258379175368
2022-01-07,27.161195755004883,409939000,18.760000228881836,-3.303989451113931
2022-01-10,27.313711166381836,594681000,19.399999618530273,0.5615195028696451
2022-01-11,27.729398727416992,404089000,18.40999984741211,1.5219006985282668
2022-01-12,27.910823822021484,383413000,17.6200008392334,0.6542698469156116
2022-01-13,26.49131202697754,540171000,20.309999465942383,-5.085882824870103
2022-01-14,26.85715675354004,395832000,19.190000534057617,1.3809988957509622
2022-01-18,25.821428298950195,424270000,22.790000915527344,-3.856433739782694
2022-01-19,24.98805809020996,488315000,23.850000381469727,-3.2274365271037886
2022-01-20,24.07394790649414,435181000,25.59000015258789,-3.6581881649857317
2022-01-21,23.30038833618164,718958000,28.850000381469727,-3.213264286011963
2022-01-24,23.298397064208984,913982000,29.899999618530273,-0.0085460892064404
2022-01-25,22.25369644165039,664616000,31.15999984741211,-4.484002138342225
2022-01-26,22.70028305053711,755959000,31.959999084472656,2.0067974327666382
2022-01-27,21.874897003173828,573353000,30.489999771118164,-3.6360165444886516
