Date,Close,Volume,Vix Price,Pct Change
2020-02-07,6.263490676879883,189752000,15.470000267028809,-1.0462116092891827
2020-02-10,6.546803951263428,529608000,15.039999961853027,4.5232489197968295
2020-02-11,6.669289588928223,638556000,15.180000305175781,1.8709226452574113
2020-02-12,6.785054683685303,374644000,13.739999771118164,1.735793493646809
2020-02-13,6.741238594055176,528016000,14.149999618530273,-0.6457735666520525
2020-02-14,7.214504718780518,1041924000,13.680000305175781,7.020462458378129
2020-02-18,7.383296489715576,620164000,14.829999923706055,2.339616890064078
2020-02-19,7.834654331207275,694332000,14.380000114440918,6.113229261758746
2020-02-20,7.685281753540039,810052000,15.5600004196167,-1.9065624512909274
2020-02-21,7.3210577964782715,768180000,17.079999923706055,-4.739240131228717
2020-02-24,6.803476810455322,856916000,25.030000686645508,-7.069756863167054
2020-02-25,6.523900032043457,1055496000,27.850000381469727,-4.109322133386595
2020-02-26,6.663316249847412,747732000,27.559999465942383,2.137007267419544
2020-02-27,6.292397975921631,906416000,39.15999984741211,-5.5665716591835945
2020-02-28,6.7275848388671875,1133252000,40.11000061035156,6.916073404937739
2020-03-02,6.886014461517334,890744000,33.41999816894531,2.3549256745875935
2020-03-03,6.6234588623046875,652792000,36.81999969482422,-3.812881902585963
2020-03-04,7.0872931480407715,597408000,31.989999771118164,7.002901284340268
2020-03-05,6.807796478271484,540328000,39.619998931884766,-3.943630719530089
2020-03-06,6.627195358276367,515412000,41.939998626708984,-2.652857214100679
2020-03-09,6.114039897918701,614160000,54.459999084472656,-7.743176903889093
2020-03-10,6.503637313842773,580648000,47.29999923706055,6.37217653840787
2020-03-11,6.13969612121582,499964000,53.900001525878906,-5.595963843991059
2020-03-12,5.388395309448242,816540000,75.47000122070312,-12.236775191062732
2020-03-13,5.999449729919434,634836000,57.83000183105469,11.340192865949206
2020-03-16,4.892426490783691,726972000,82.69000244140625,-18.452079590149484
2020-03-17,5.412309169769287,833632000,75.91000366210938,10.626274711841788
2020-03-18,5.052350997924805,874268000,76.44999694824219,-6.650731888249217
2020-03-19,5.30519437789917,765512000,72.0,5.0044698018450795
2020-03-20,5.125338554382324,804636000,66.04000091552734,-3.390183482552578
2020-03-23,5.298218250274658,643876000,61.59000015258789,3.373039537934841
2020-03-24,6.2072038650512695,1101644000,61.66999816894531,17.156439614949615
2020-03-25,6.1185221672058105,793432000,63.95000076293945,-1.4286899507968132
2020-03-26,6.407984256744385,696108000,61.0,4.730915107083211
2020-03-27,6.2956366539001465,638828000,65.54000091552734,-1.7532440521524806
2020-03-30,6.615984916687012,602252000,57.08000183105469,5.088417270529888
2020-03-31,6.566413402557373,949960000,53.540000915527344,-0.7492688504263101
2020-04-01,6.054999828338623,656912000,57.060001373291016,-7.788324354046505
2020-04-02,6.363891124725342,675764000,50.90999984741211,5.101425353326117
2020-04-03,6.075924396514893,663212000,46.79999923706055,-4.525010289563647
2020-04-06,6.6859846115112305,727884000,45.2400016784668,10.040615636137007
